user,star,sumary,country&time,kind item,image,comment
CyberSensei🥋,4,⚡️ The Ultimate Charge: Anker's 100W Nylon USB-C Cable Unleashed 🌟🌟🌟🌟,"Reviewed in the United States on March 9, 2024",Size: 10ftColor: SilverVerified Purchase,0,"In the fast-paced world of technology, staying powered up and ready to go is more than a convenience—it's a necessity. With devices becoming increasingly powerful and energy-hungry, the quest for the perfect charging solution becomes paramount. Enter the realm of high-wattage USB-C cables, a category where the Anker 100W 10ft Nylon USB-C to USB-C 2.0 Cable shines brightly. This cable isn't just another accessory; it's a testament to Anker's commitment to quality, durability, and performance, designed to meet the needs of the most demanding gadgets in your arsenal.

As someone who relies heavily on a range of devices for both work and play, finding a charging cable that can keep up with my lifestyle has been a journey filled with trials and errors. The Anker 100W cable, with its promise of fast charging and a robust build, caught my attention as a potential game-changer. From the MacBook Pro to the iPad Pro 2020, and even the Samsung Galaxy S20, this cable promised compatibility and performance across the board. My experience with it has been revealing, showcasing not just the strengths of Anker's design but also highlighting areas where even the best can improve.

### Key Highlights:
- **Robust Power Delivery**: This cable’s ability to deliver up to 100W of power is nothing short of impressive. It effortlessly charges my MacBook Pro 2020, keeping it powered through the longest of work sessions without breaking a sweat.

- **Versatility at Its Core**: The compatibility list of the Anker cable reads like a who’s who of high-end gadgets. From the latest iPad Pro and Air models to top-tier Android devices, this cable has you covered, making it a versatile pick for a tech-savvy user.

- 📏 **Extended Reach**: The 10ft length is a game-changer, offering the flexibility to charge devices comfortably, even when the nearest outlet is just out of reach. This extra length means I can use my gadgets in bed or on the sofa without being tethered too close to the wall.

- **Durable Design**: Wrapped in a new nylon exterior, the cable not only looks premium but feels built to last. It’s managed to withstand the daily grind of bends and twists without showing signs of wear, a testament to its durability.

### Areas for Improvement:
- **Stiffness**: While the nylon wrapping adds to the cable’s durability, it also introduces a bit of stiffness. This can make it a tad unwieldy to coil up or manage, especially in tighter spaces or when on the move.

- ⚙️ **Connector Size**: The USB-C connectors, while robust, are slightly on the larger side. This isn’t a deal-breaker, but it can be a snug fit in devices with closely spaced ports or when using certain cases.

### Summary & Recommendation:
The Anker 100W 10ft Nylon USB-C to USB-C Cable earns a well-deserved 4-star rating 🌟🌟🌟🌟. It marries power with versatility, all wrapped up in a durable and stylish design, making it an excellent choice for anyone looking to streamline their charging setup. While it’s not without its quirks, such as the cable’s stiffness and the size of the connectors, these are minor gripes in the grand scheme of things.

For tech enthusiasts juggling multiple devices or anyone in need of a reliable, high-powered charging solution, this Anker cable is a compelling choice. It’s a cable that not only meets the demands of today’s power-hungry devices but does so with flair and durability.

Thank you for considering this review. Whether you're looking to charge your MacBook, iPad, or any USB-C enabled device, the Anker 100W cable is poised to be a powerful ally in your tech arsenal, making it easier to keep your devices powered and ready to go."
Traveler,4,USB c cable,"Reviewed in the United States on March 5, 2024",Size: 10ftColor: BlackVerified Purchase,0,Good size cable appears to work well
Amazon Customer,4,"Good for now, i hope it'll last","Reviewed in the United States on February 10, 2024",Size: 10ftColor: BlackVerified Purchase,0,It works although lacks the reassuring click when plugged in compared to my other usb c cables. Makes me worry about longevity.
D.r. M.,4,Dual type connections,"Reviewed in the United States on January 30, 2024",Size: 10ftColor: BlackVerified Purchase,0,Bought this to replace an a to c cable that quit charging. So far so good.
Allan Bjorklund,4,Item is good,"Reviewed in the United States on February 4, 2024",Size: 10ftColor: BlackVerified Purchase,0,"Had to hunt for the item in the yard, found and and seems to work perfectly."
Jacob,4,Good Cables.,"Reviewed in the United States on January 29, 2024",Size: 10ftColor: BlackVerified Purchase,0,Reached close to 100W with my 100W now faulty charger by Anker
Adrian,4,decent,"Reviewed in the United States on December 22, 2023",Size: 10ftColor: BlackVerified Purchase,0,plug is quick to loosen in the phone but other then that.... never had one short out
DJ W.,4,Can Never Go Wrong With Anker,"Reviewed in the United States on October 30, 2023",Size: 10ftColor: SilverVerified Purchase,0,"I've been using Anker for probably a decade now and you can never really go wrong with any of their products. They always have great quality charging cables and great card quality charging blocks so if your Anker fan, go ahead and jump on the bandwagon and grab this cable!"
Faith Mary,4,"Worked for 1 month, got replacement","Reviewed in the United States on October 29, 2023",Size: 10ftColor: BlackVerified Purchase,0,I bought this on 9/24 for my iPhone 15. Today is 10/29 and it no longer works. UPDATE: Anker sent me a replacement. Great service!
Pamela,4,Great purchase!,"Reviewed in the United States on November 15, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Note to self, make sure and check both ends first... when ordering I didn't realize both ends were the same."
user,star,sumary,country&time,kind item,image,comment
Zach Snethen,4,Need a USB-C Cable? This One Won't Let You Down!,"Reviewed in the United States on August 22, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Charged my Dell laptop just fine, and the 10 ft length is perfect for me. It feels like a solid cable, and I like the braided look. I didn’t bother checking the data speeds, but it worked with everything I threw at it.
For the price, I’m happy with what I got. Honestly, if you need a USB-C cable that’s not too fancy but gets the job done, give this one a try. It’s worked well for me."
Danny,4,Does what's needed,"Reviewed in the United States on November 24, 2023",Size: 10ftColor: BlackVerified Purchase,0,Length is helpful.
DR. H,4,"So far, so good","Reviewed in the United States on October 9, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Good length, delivered as promised."
Nightsedge,4,A quality USB C cable from a well-known brand,"Reviewed in the United States on May 25, 2023",Size: 10ftColor: RedVerified Purchase,0,"Bought this cable to charge a Dell XPS 17 laptop via USB-C. Anker makes good products, and this charging cable has been no exception. It doesn't seem to heat up or be finicky in any way, though I have yet to charge it at 100+ watts or any extreme load.

My only 'gripe' is that the cable portion is a bit 'stiff' and the end connector is 'notchy' during insertion, but both will probably 'wear in' rapidly.

Like most of the rest of their products, this cable is highly recommended."
Ritu Niyogi,4,Great quality,"Reviewed in the United States on August 23, 2023",Size: 10ftColor: SilverVerified Purchase,0,Love the high quality braided nylon cable. I just started using it last week. But so far so good and hope that Anker lives up to it’s name 🙌🏼
Levi Franklin,4,As expected,"Reviewed in the United States on August 25, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Needed a new charging cable because my old one was broken, so far it's been as expected. Good charging speed, nice cable length, and durable. Definitely would come back for another if needed! Nothing crazy, but good so far, 4 stars!"
John,4,"Great cable, but it smells so bad I don’t want to put it in my bag.","Reviewed in the United States on January 3, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I don’t know if this is the Amazon warehouse’s failing or somewhere in the Anker supply chain, but the cable smells so strongly of mildew—think like your grandmother’s wet basement—that I don’t want to put it in my bag and have the canvas and liner of the briefcase take on that smell. It’s positively revolting. I’ve sprayed (read, “drenched”) it with Ozium which is a very powerful sanitizer and am letting it air out, but this is the second Anker product I’ve purchased recently with this issue. (Note: I’ve purchased a LOT of Anker products though; they’re my go-to for power and cabling.)

Figure this out, Anker/Amazon, because this is absolutely disgusting. It also makes me wonder if the connectors or chips inside of the connectors have taken on water at some point."
Canute B.,4,USB C length,"Reviewed in the United States on July 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,I needed a good USB C cable with length so I can plug in to a further plug.. this did great and it was at a good price
Islandman,4,Only C usb - C usb,"Reviewed in the United States on June 24, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I thought I got 2 cords for each order: 1 type A usb-type C and one type C usb - type C. There were 2 type C - Type C.
I can use them, just not what I expected from item description.
Good quality."
Current Resident,4,These seem quality,"Reviewed in the United States on July 1, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Nice fabric. Not as soft as most but not hard and rough like the baseus cables.

Flexible but keeps their shape just fine and easy to coil.

I like them."
user,star,sumary,country&time,kind item,image,comment
Ronak Talwar,4,Doesn’t charge both ways for some devices.,"Reviewed in the United States on August 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,For some reason my anker wire didn’t charge my headset bidirectionally. But anker has good customer service!
Amazon Customer,4,Good,"Reviewed in the United States on August 22, 2023",Size: 10ftColor: BlackVerified Purchase,0,I've been using this for a year & it's served me well.
Amazon Customer,4,Doesn't charge at the Advertised rate,"Reviewed in the United States on April 29, 2023",Size: 10ftColor: BlackVerified Purchase,1,"Product claims to support up to 100 watts of charging, however I could only get 4 watts of throughput using an Anker Power port 65 watt charger.

The charger itself performs as advertised when using a different cable.

(Edit) Anker contacted me and sent me a replacement cable. The replacement charges at the advertised spec"
Engineer IndyJoe,4,Provides same performance as the OEM charger,"Reviewed in the United States on May 12, 2023",Size: 10ftColor: BlackVerified Purchase,0,Using this cable with a 100w charger I measured an equivalent wattage transferred to a new Lenovo laptop. Cable quality is decent although I’d prefer a vinyl or silicone sheath to a braided one.
Amazon Customer,4,This cable is great value for money,"Reviewed in the United States on November 22, 2022",Size: 10ftColor: BlackVerified Purchase,0,I received this cable and I was immediately impressed with the quality . The braided cable was done well and seems like it will last some time. It does support the 100w charging as long as you have a 100w compatible charging dock. I use an iPad Pro m1 12.9 and it was able to completely charge from 8% to 100% in a little over an hour with me using it. Highly recommend. My review is based on first impressions and my experience with product after one week.
Access Denied,4,The design quality and function of the cable is fine but.....,"Reviewed in the United States on December 30, 2022",Size: 10ftColor: BlackVerified Purchase,0,The only reason I didn't give five stars across the board is because when I unwrap this it had obviously been sitting in a warehouse with less than optimal temperature control because it has a really strong smell of black mold it works fine but you guys better put a heater in the storage that these things sit in and some atmosphere drying bags because this is really hard to clean I had to use a sanitary wipe multiple passes to get it to smell moderately good.
Vanessa cox,4,Just one,"Reviewed in the United States on May 8, 2023",Size: 10ftColor: BlackVerified Purchase,0,There was only one cord and in the picture you can clearly see that there's supposed to be 2. It would be nice to get my other cord.
bwbaugh,4,Somewhat unexpected charging performance,"Reviewed in the United States on October 21, 2022",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,"Initial testing shows well under the rated 100w 😔, and the 6′ cable has lower throughout than both the longer and short cables 😕

Using the Anker 747 GaNPrime charger with the Anker 737 PowerCore 24K, the power bank reports the following with these cables:
- 3.3′: 74w
- 6′: 64w
- 10′: 72w

For comparison, the included ~2′ cable that came with the power bank reports 88w.

Build quality wise, the cable feels good. Unsure if the lower than rated performance is normal, but it’s odd that middle length cable seems worse than the rest. Maybe the quality varies from batch to batch. 🤔"
Moki,4,Nice and Dependable,"Reviewed in the United States on June 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Always works, and feels and looks nice to boot."
V Taylor,4,Full Refund Provided,"Reviewed in the United States on March 30, 2023",Size: 10ftColor: RedVerified Purchase,0,"Revised review & rating: Anker provided full refund! Great products and customer service!

Anker products are some of the best, but this order smelled moldy. Even tried to air it out, but still moldy."
user,star,sumary,country&time,kind item,image,comment
Afaf Sulieman,4,Ok,"Reviewed in the United States on May 20, 2023",Size: 10ftColor: BlackVerified Purchase,0,Ok
Paul W. Jones,4,"Good sturdy cable, if a bit pricey and slow","Reviewed in the United States on April 27, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Anker products are generally very good quality, sometimes having better strain relief and consequently higher duty cycle than standard Apple cables (which can also be pretty pricey). In a way, it is a get what you pay for sort of proposition. The 10 foot version of this cable only supports USB 2. I use this on a spare USB-C charger (also from Anker) on an iPad Pro (2021), works fine. The main thing keeping me from giving it 5 stars is that it is not USB 3 or 4. The 100W rating is a definite plus, though overkill for an iPad."
Rod T,4,👍🏼,"Reviewed in the United States on April 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,👍🏼
Fred L.,4,Lasted 1 Year,"Reviewed in the United States on March 30, 2023",Size: 10ftColor: BlackVerified Purchase,0,"It is a good cable, and performed exactly as advertised for one year."
R. Matthews,4,Good quality and a good value,"Reviewed in the United States on March 18, 2022",Size: 10ftColor: SilverVerified Purchase,0,"UPDATED REVIEW: I still agree that they work great for charging, but don't expect them to work with a SanDisk SSD. They do not. :(

I've purchased two of these now and have been happy with both. I have one as a replacement cable for a MacBook Pro in my office and one for my iPad's side table in the living room. When I use either device plugged in, the cable is long and flexible and I don't worry about it as much as those tiny white Apple ones that start bulging at the connector in a couple of months if you'd don't treat them with the proper respect. Like most other Anker products, this one has met/exceeded my expectations so far."
Randy,4,Quality,"Reviewed in the United States on March 19, 2023",Size: 10ftColor: BlackVerified Purchase,0,Not what I expected it to be when I found a better-quality cord.
submarine,4,Good cable,"Reviewed in the United States on February 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,Meets expectations per advertised features and the price. It seems to be constructed very well
Ed Ag,4,Great product,"Reviewed in the United States on January 2, 2023",Size: 10ftColor: BlackVerified Purchase,0,I works great for my I pad pro. The material looks durable. I hope it last for a long time.
john l pellet,4,Exactly as described. Worked well. Good value.,"Reviewed in the United States on March 10, 2023",Size: 10ftColor: BlackVerified Purchase,0,Exactly as described. Worked well. Good value.
Dean W. Thomas Sr.,4,Durable cable,"Reviewed in the United States on October 30, 2022",Size: 10ftColor: BlackVerified Purchase,0,"This cable is super durable. My wife goes through cables like there is no tomorrow. This one takes a lot of abuse and still continues to work unlike most competitive brands. The cable is a bit expensive, but you get what you pay for. This cable is well worth it."
user,star,sumary,country&time,kind item,image,comment
Amazon Customer,4,Great cable! Smells weird!,"Reviewed in the United States on February 9, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Great cable, works great, smells friggin weird. Smell doesnt seem to go away. 😕"
Slim706,4,USB C cable,"Reviewed in the United States on August 13, 2022",Size: 10ftColor: BlackVerified Purchase,0,"If you need a long usb c cable, this is it. It’s all of 10ft long and braided. It has started fraying in this one area so not sure how long it may last. Not sure if it gives 100 watts charging capability but it does what I need it to do."
Narut Ujnat,4,"Works well, looks nice and a good price.","Reviewed in the United States on December 22, 2021",Size: 10ftColor: BlackVerified Purchase,0,"After a bit if abuse my original Apple cable started to shows signs of wear. I was just going to buy a new Apple cable, but I like Anker stuff and saw that the USB C cable was also 10 feet long, which certainly makes using the computer with power much easier.

The cable itself is nicely done. The cable is braided and it is fairly thin, no more so then the original Apple cable.

Works fine, looks nice with a reasonable price."
mark donaghy,4,Arrived broken,"Reviewed in the United States on December 31, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Arrived with wrong end and other end broken
Problem fixed after complaint"
BLONDIE,4,It works,"Reviewed in the United States on January 3, 2023",Size: 10ftColor: BlackVerified Purchase,0,It works good but it tangles a lot
Richie,4,Problems staying connected,"Reviewed in the United States on February 22, 2022",Size: 10ftColor: RedVerified Purchase,0,10 foot long cable. However I had problems inserting this into my 12.9 inch iPad with a case. I had to wiggle it a bit and use a little more force than I normally would in an iPhone or another iPad. One time I thought it was plugged in and charging and it was not. However I do trust Anker products.
AmazonBuyer,4,Nice Long Cables with Tacky Logo on Plug,"Reviewed in the United States on May 4, 2021",Size: 10ftColor: BlackVerified Purchase,0,"These are some of the nicest cables I own, I only wish that the Anker logo on the plug was less obvious. If it was molded in the plug or was a grey less noticeable ink that would be cool. The white ink on the black plug just looks tacky. I always turn over the plug so I don't see it. My only complaint about an otherwise great and stylish cable. None of my other Anker cables have this gaudy logo. But nothing else compares so would definitely buy these again."
Cliff Fulmer,4,Works well to charge Samsung Z Fold 4,"Reviewed in the United States on September 11, 2022",Size: 10ftColor: BlackVerified Purchase,0,Works well to charge Samsung Z Fold 4. The only issue is using USPS to deliver late as usual.
Reviewer,4,It works,"Reviewed in the United States on April 7, 2022",Size: 10ftColor: RedVerified Purchase,0,What else is there to say? It works like you want it to and the bright red makes it stand out when you want to find it. No problems.
D. Paige,4,Gets the job does. Using with Pixel 6 Pro,"Reviewed in the United States on January 3, 2022",Size: 10ftColor: BlackVerified Purchase,0,"I pared this with a 60watt charger for my pixel 6 pro. Does the ""fast"" charging the pixel 6 pro says it can but that is limited by the pixel not this cable. I would recommend and buy again."
user,star,sumary,country&time,kind item,image,comment
Amazon Customer,4,"Great cable, but the Velcro strap isn't very good","Reviewed in the United States on April 23, 2021",Size: 10ftColor: BlackVerified Purchase,0,"This is the most recent of a number of ANKER products I've purchased. The cable is great and even supports HD video, but the little hook and loop strap is too short and doesn't stay on the cable. While this doesn't affect the cable, it's kind of a pain and the similar straps on prior cables worked well and still work well."
MBR,4,Awesome cable!,"Reviewed in the United States on April 3, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Got it for 11 bucks, it’s worth it. Supports upto 100watts, one single cable to charge everything from watch to laptops.

Am happy with the purchase"
susan zeidel,4,Long cable,"Reviewed in the United States on July 23, 2021",Size: 10ftColor: SilverVerified Purchase,0,"😇 long and hooks up easily
🤨😩 the cord is reminiscent of old lamp cord. NOT tangle free. It crimps and tangles. Like a long pipe cleaner….. every movement creates a crimp. Was hoping for a tangle free cord which this is NOT."
Mark,4,Anker delivers a quality product as always.,"Reviewed in the United States on June 3, 2021",Size: 10ftColor: BlackVerified Purchase,0,"USB-PD compatible. Bought to use with a Google Pixel XL. Works well. Good job, Anker.

EDIT: Began experiencing problems with fast charging after about a year. Product is still within warranty, so it's possible I got a bad cable."
Chris,4,Great job,"Reviewed in the United States on July 17, 2022",Size: 10ftColor: BlackVerified Purchase,0,Charging no dislike
Jim,4,Very good cable,"Reviewed in the United States on July 6, 2022",Size: 10ftColor: SilverVerified Purchase,0,Well made cable will do the job.
Amazon Customer,4,Purchased Anker product for new device because the old Anker outlasted the old device!,"Reviewed in the United States on April 3, 2022",Size: 10ftColor: BlackVerified Purchase,0,Purchased Anker product for new device because the old Anker outlasted the old device!
Stephen,4,"Great cable, Power only.","Reviewed in the United States on April 25, 2022",Size: 10ftColor: RedVerified Purchase,0,Great length. Good build. Like all usb-c cables expensive.
Bohn D. Allen,4,It is durable and doesn't get tangled as much as others.,"Reviewed in the United States on June 23, 2022",Size: 10ftColor: SilverVerified Purchase,0,Good product.
CHRIS M.,4,Good value,"Reviewed in the United States on March 2, 2021",Size: 10ftColor: SilverVerified PurchaseEarly Reviewer Rewards(What's this?),0,Great cord for the price having the long length is always helpful while sitting on the couch or surfing from bed stay charged
user,star,sumary,country&time,kind item,image,comment
Micca,3,Did not work with case and with no car I would have to PAY to return it,"Reviewed in the United States on March 5, 2024",Size: 10ftColor: RedVerified Purchase,0,"If I go to the trouble of removing my case, it works fine. However, it will not work with a case. Now, I have an extremely thin case. It's just enough that the charger won't go all the way in. When I went to look at trying to return it, I had to drop it off somewhere or pay to have it picked up by UPS (why couldn't Amazon pick it up on one of my many drop offs?). I don't have a car, and I'm not paying to Uber somewhere to return it or paying almost as than the charger was to return it. If you don't have a case or don't mind taking it off every time you use it, then it seems to work ok. Otherwise, DON'T get this one if you have any case on your phone. I can't talk about durability. I can't speak to durability, because I don't use it."
Resilience2022,3,Didn't last...,"Reviewed in the United States on February 21, 2024",Size: 10ftColor: BlackVerified Purchase,0,"My cord stopped working about a month and a half of using it. I don't think I've ever had one to go out that quickly. In fact I still have several Samsung cords from the early to mid 2000s that still work to this day. I've made a lot of Anker purchases in the past, but that will be my last one. So just as a word of caution, I got a dud and you might too. Ask yourself if it's worth the risk."
Amazon Customer,3,Stopped Working After 18 Months,"Reviewed in the United States on January 13, 2024",Size: 10ftColor: BlackVerified Purchase,0,This was a great cord when it was working. It stopped working for me one and a half years in. The second one that I bought did the same.
bclark,3,Great... For 3 months,"Reviewed in the United States on November 30, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I have bought 2 of these on separate occasions and both times they ended up making my phone constantly vibrate like I just plugged the charger in. I think the connection in the USBC port may not be tight enough, but that's just a guess. I'm having to look for another brand now"
AmazonPurchaser,3,Bought two and one arrived defective,"Reviewed in the United States on December 17, 2023",Size: 10ftColor: BlackVerified Purchase,0,I bought two of these cables but one of them arrived defective. One works the other does not. When and if it works you'll be satisfied with your purchase. Receiving a defective item from Anker makes me hesitant to make another purchase from this company. Of all electronics or accessories I have ever bought this is actually the first time I've actually received something defective.
dt2008,3,Worked perfectly for 6 months then intermittent connection issues,"Reviewed in the United States on October 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Worked perfectly for 6 months then intermittent connection issues when charging using an Anker 40W charger brick. The items I use this cable to charge: MacBook Air 2018 laptop, MacBooK Air 15-inch 2023 laptop, Dell Windows laptop, Samsung Galaxy Tab S8 Plus, and other various USB-C devices such as Kobo, Kindle, Nook ereaders or USB-C smartphones. I enjoyed the cable until it started cutting in and out. The braided cable appears to be perfectly fine but the connection drops. I always roll the cable back up after using it for charging, perhaps it cannot be rolled and is therefore so durable, despite the braided cabling looking perfect? Disappointed it only lasted 6 months. The original Apple MacBook Air 2018 cable isn't braided, and it took 3.5 years before it started to have connection issues. I know that these cords will eventually die, but 6 months is disappointing."
Kim,3,Doesn't always work at v2 speeds,"Reviewed in the United States on December 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,I have this paired with a 100w brick and it is charging an Anker 737 power Bank (which can charge at 140w) and it will only charge at 60w. If I used the included cable it will charge at 100w. What gives?
snicksnack,3,"twists up, usable length reduced","Reviewed in the United States on November 23, 2023",Size: 10ftColor: SilverVerified Purchase,1,"started great, but over time gets twisted up and won't straighten out. reduced usable length by more than half"
Spencer,3,Not 100W? Cannot charge MacBook Pro,"Reviewed in the United States on October 18, 2023",Size: 10ftColor: SilverVerified Purchase,0,"Been using this for about a year with my M1 iPad Pro. Charges that beautifully and the cable is still like-new. However, I've tried using it with my MacBook Pro and it cannot charge it with the 96W power adapter included with the computer. It just cycles on and off from ""charging"" to ""plugged in, not charging"" about every second. Item not as described."
Alexis A,3,Great length and flexibility,"Reviewed in the United States on November 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,Who doesn’t want a 10 feet cable?? It was all great for the first few days and then it stopped working. I used the USB-C Apple adapter with this and it no longer charges. Bummer.. I love Anker products.
user,star,sumary,country&time,kind item,image,comment
Jordan M 513,3,Works good while it lasts,"Reviewed in the United States on October 17, 2023",Size: 10ftColor: BlackVerified Purchase,0,This cord was good for about 4 or 5 months. Used it as an everyday charger for my s23 ultra and idk if it's defective but it acts like there's a shortage in the wiring but the cord is still in perfectly good condition.
Ethan Schoonover,3,"Thinner than other 10ft, but that's an issue","Reviewed in the United States on August 10, 2021",Size: 10ftColor: BlackVerified Purchase,1,"Full disclosure: almost every charging cable I buy is from Anker. I settled on them long ago and have almost never been disappointed. That said, this is the first Anker cable I've had where I feel it could really do with some improvements.

I own a couple other 10ft usb-c cables I bought before Anker had released a 10ft c to c cable (Uni brand, not going to say you should or shouldn't get those instead since I don't know if they have maintained their quality over time, I bought those years ago). The Uni cables I own are pretty thick, woven cable sheath. Similar to this Anker cable but thicker.

It turns out that in a 10ft cable, thicker is better if you are going to be putting it away in a bag. Coiling it up and uncoiling it repeatedly means a thick cable won't kink up easily and will lie flat when unrolled.

This cable is long enough and thin enought that it unfortunately kinks up a bit. Not much! but even one kink when unrolling it is inconvenient and makes me concerned that over time this may result in some twisting or excessive wear of the cable interior.

I don't love how thick the other usb-c cables (the non anker cables) I own are. They've always felt... excessive. But I appreciate that they are heavy enough to basically never kink up.

YMMV, but let this be food for thought. Anker, if you are listening, I'd prefer to see these a bit thicker or less kink prone."
JP in Atlanta,3,Stopped working after about 18 months,"Reviewed in the United States on August 20, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Used this cable intermittently with an Anker charger for about 18 months and then it suddenly quit on me. No breaks in the cord or any obvious signs of wear and tear. I had heard that these longer cords were sometimes unreliable, but I needed that length. Luckily, I had another, shorter cable from Anker that still works. This is the first Anker product that I have rated less than 5 stars....."
Colby S.,3,"Charges fast, but not as fast as rated","Reviewed in the United States on July 6, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I love Anker products, but this one disappointed me somewhat. It is rated to charge at 100w but only gets up to about 65-68w. My other cord that came with my Anker 100w wall unit does charge at that rate but it's too short. Anker, can you replace my defective 10ft 100w cord? It's only a few months old and is already not working properly."
Anne,3,Not exactly 100w,"Reviewed in the United States on July 19, 2023",Size: 10ftColor: SilverVerified Purchase,0,It's the perfect length for my desk setup but I checked the wattage my device is getting and at most its pulling 36.3 watts to my MacBook pro that has a OEM 67w adapter. oem apple certified USB c wire is getting 64w from the charger but this cord is getting close to half of what i would get with an Apple cable.
Steven Zhu,3,Great product with strong (free) chemical smell addon.,"Reviewed in the United States on November 22, 2022",Size: 10ftColor: BlackVerified Purchase,0,"UPDATE:
The new replacement cable arrived, but the cable is also super smelly. This one is slightly fainted but still strong chemical smell that's never happened before.
I followed up with Anker on their support email, but I'm having a bad feeling that other newly manufactured products would have the chemical smell as well...

Original:
I have multiple cables at home from this exact listing. Most of them arrived great but the most recent one arrived with tempered box and super smelly cable that I've never seen before. Called Anker and it's NOT normal (maybe Amazon did the ""return as new"" thing again). They'll take care of it by offering me an exchange.

Beside that, everything else is good. Anker's product is pricier than average so that's why the value for money only got 4 out of 5 stars.

Smelly: it smells like someone who didn't take a shower for 20 days, in the summer."
Amazon Customer,3,"Works great, pictures are misleading","Reviewed in the United States on August 31, 2023",Size: 10ftColor: BlackVerified Purchase,0,When I chose the black 10ft the picture had two cords on it. I thought I had ordered two cords which is what I need. I would've bought elsewhere if I had known it was only one.
Amazon Customer,3,Stopped working just outside of warranty,"Reviewed in the United States on August 3, 2023",Size: 10ftColor: BlackVerified Purchase,0,Loved the look and feel of product. Thought the way the build quality was it would have lasted longer. Lasted about 20 months just outside the 18 month warranty with light use. just used to charge my phone.
MG,3,Great when it worked,"Reviewed in the United States on April 15, 2023",Size: 10ftColor: BlackVerified Purchase,0,"This cable was great when it worked. It charged really fast. However,within a year, it stopped charging reliably. When connecting my phone it would disconnect and reconnect intermittently to the point where I couldn't charge it at all. I have enjoyed Anker products in the past, so I expected more from this cable and certainly hoped that it would last more than a year."
Felix Morales,3,Doesn't stay connected,"Reviewed in the United States on April 3, 2023",Size: 10ftColor: BlackVerified Purchase,0,I'm an Anker fanatic. All electronics I purchase are from Anker. This is the first time I've had issues with there items. These cable does not stay attached to my phone. I've tried other chargers and they work perfectly fine but for some reason these cables do not on my pixel 4 xl. I would love for almost to fix this issue.
user,star,sumary,country&time,kind item,image,comment
Robyn Franklin,3,Charger cord,"Reviewed in the United States on July 23, 2023",Size: 10ftColor: BlackVerified Purchase,0,I’m actually surprised it hit here considering how the package was ripped open and was late arriving.
NaorF,3,Same price without thunderbolt 4,"Reviewed in the United States on July 8, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Could not use this cable for video transferring, made me to pay again for another high-quality cable.

Quality built is very good."
Sean,3,"Great length, not as durable","Reviewed in the United States on April 12, 2022",Size: 10ftColor: BlackVerified Purchase,0,"While the nylon cable is significantly longer it's not nearly as durable as Anker's powerline series. I purchased this cable a year ago and it already has enough wear on it to where it's no longer charging properly, in fact some devices won't charge at all. The cable now has to be plugged in on specific sides instead of either side, which defeats the whole purpose of the USB-C's design and a certain end needs to be plugged into the phone and the cable itself has to be angled perfectly in order to charge. While I recommend this for the length I do not recommend it for heavy use, if you're willing to sacrifice length for durability I highly recommend Anker's powerline series of C cables as I've bought my powerline cable 2 years ago and it's still working perfectly.

TL;DR This cable is not durable enough for heavy use, the Anker Powerline cables are."
Ray,3,"Very stiff cable, great customer service","Reviewed in the United States on February 12, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I did not expect the cable to be as stiff as it is. Unfortunately that characteristic makes it unsuitable for many applications.

UPDATE:
After posting the previous review, the company reached out to me and offered to refund my money. I declined because I found another use for the cable, but I am very impressed with their customer service."
Brandon Connett,3,Good Cable. Bad Twisting,"Reviewed in the United States on May 6, 2023",Size: 10ftColor: BlackVerified Purchase,0,This cable gets the job done. If you wrap or twist this cable it is harder than the typical cable to unwind
S. Taylor,3,Nice looking cable that works fine... But the smell!,"Reviewed in the United States on February 12, 2023",Size: 10ftColor: BlackVerified Purchase,0,"As others have mentioned, this cable really stinks with a moldy odor. Just got mine today and I'm 'airing it out', so the smell won't be so bad later (hopefully). Other than that, it looks and works fine, and comes with a velcro wrap."
